Ссылка,Метро,Время до метро,Количество комнат,Общая площадь,Жилая площадь,Этаж,Этажность дома,Срок сдачи,Тип жилья,Высота потолков,Ванная,Вид из окна,Цена
https://www.cian.ru/sale/flat/240913266/,Спортивная,7.0,,276.4,,2,7,,Вторичка,,1 совмещенный,,317619020
https://www.cian.ru/sale/flat/254781419/,Новогиреево,6.0,1.0,32.6,18.7,4,9,1973.0,Вторичка,2.64,1 совмещенный,Во двор,7000000
https://www.cian.ru/sale/flat/247090452/,Деловой центр,,,,,73,73,2009.0,Вторичка Апартаменты,,"4 совмещенных, 1 раздельный",,823478700
https://www.cian.ru/sale/flat/228935191/,Киевская,14.0,,454.6,,7,7,,Вторичка Пентхаус,,4 совмещенных,,815992530
https://www.cian.ru/sale/flat/248441502/,Улица Горчакова,7.0,1.0,35.3,13.2,14,14,2020.0,Новостройка,,1 совмещенный,Во двор,6800000
https://www.cian.ru/sale/flat/253110172/,Каховская,2.0,2.0,37.6,25.0,4,9,,Вторичка,,1 совмещенный,,11100000
https://www.cian.ru/sale/flat/251951134/,Стахановская,,2.0,37.98,22.8,2,15,2022.0,Новостройка,2.85,,,10368654
https://www.cian.ru/sale/flat/256426112/,ВДНХ,15.0,2.0,60.0,33.0,24,58,2015.0,Вторичка,,"1 совмещенный, 1 раздельный",,21500000
https://www.cian.ru/sale/flat/255177911/,Новопеределкино,1.0,2.0,53.4,32.1,12,17,1988.0,Вторичка,2.64,1 раздельный,Во двор,12800000
https://www.cian.ru/sale/flat/254047502/,Пушкинская,,4.0,200.0,145.0,4,7,,Вторичка,,3 раздельных,,355593075
https://www.cian.ru/sale/flat/244613902/,Водный стадион,6.0,,406.0,,1,3,2008.0,Вторичка,7.0,4 совмещенных,На улицу и двор,430000000
https://www.cian.ru/sale/flat/255821535/,Смоленская,,3.0,140.0,,2,13,,Вторичка,3.0,2 раздельных,Во двор,185343250
https://www.cian.ru/sale/flat/256409392/,Зябликово,11.0,2.0,45.7,30.5,3,12,1978.0,Вторичка,2.65,1 раздельный,Во двор,9500000
https://www.cian.ru/sale/flat/214516415/,Сокол,10.0,3.0,130.0,80.0,6,57,2006.0,Вторичка,3.0,2 совмещенных,На улицу,75000000
https://www.cian.ru/sale/flat/255815615/,Бульвар Дмитрия Донского,14.0,1.0,42.0,18.0,18,24,2008.0,Вторичка,2.78,1 совмещенный,Во двор,6999999
https://www.cian.ru/sale/flat/256484680/,Говорово,5.0,1.0,47.0,24.4,13,14,2017.0,Вторичка,,1 совмещенный,Во двор,12500000
https://www.cian.ru/sale/flat/254153047/,Театральная,,3.0,239.0,,2,7,2004.0,Вторичка,,2 совмещенных,,374308500
https://www.cian.ru/sale/flat/256374716/,Таганская,13.0,2.0,58.1,24.6,2,33,1953.0,Вторичка,,1 совмещенный,Во двор,44000000
https://www.cian.ru/sale/flat/230559048/,Деловой центр,,3.0,150.0,115.0,44,75,2012.0,Вторичка Апартаменты,3.0,3 совмещенных,На улицу и двор,122326544
https://www.cian.ru/sale/flat/197560575/,ЦСКА,10.0,4.0,149.4,84.5,7,18,,Вторичка,,,Во двор,52500000
https://www.cian.ru/sale/flat/255797217/,Новые Черемушки,1.0,3.0,124.0,55.0,21,26,2010.0,Вторичка,,"1 совмещенный, 2 раздельных",На улицу,48000000
https://www.cian.ru/sale/flat/196769080/,Фрунзенская,10.0,,490.0,416.0,5,7,,Вторичка,3.8,4 раздельных,На улицу и двор,822482913
https://www.cian.ru/sale/flat/256223739/,,,1.0,36.0,19.7,12,14,1971.0,Вторичка,2.64,1 совмещенный,Во двор,6700000
https://www.cian.ru/sale/flat/228824904/,Полянка,7.0,,262.0,182.0,3,7,2004.0,Вторичка,,,На улицу и двор,202126590
https://www.cian.ru/sale/flat/241044727/,Улица Горчакова,7.0,1.0,35.0,15.4,12,12,2020.0,Новостройка,,1 совмещенный,,6400000
https://www.cian.ru/sale/flat/248010749/,Деловой центр,3.0,3.0,269.4,130.0,69,75,2010.0,Вторичка Апартаменты,,,На улицу,673755300
https://www.cian.ru/sale/flat/256397344/,Бульвар Дмитрия Донского,,3.0,80.0,,6,14,,Вторичка,2.64,2 раздельных,,11990000
https://www.cian.ru/sale/flat/243400517/,Бауманская,2.0,2.0,52.0,32.5,4,12,1973.0,Вторичка,2.6,1 раздельный,,16500000
https://www.cian.ru/sale/flat/207146484/,,,1.0,45.0,,2,7,2006.0,Вторичка,3.1,1 совмещенный,Во двор,13150000
https://www.cian.ru/sale/flat/247186370/,Тестовская,3.0,1.0,50.8,,32,68,2019.0,,,,,26500000
https://www.cian.ru/sale/flat/254544585/,Маяковская,5.0,5.0,129.4,,3,7,1933.0,Вторичка,,2 совмещенных,На улицу,62000000
https://www.cian.ru/sale/flat/254042477/,Прокшино,10.0,1.0,34.0,16.0,4,14,2021.0,Новостройка,,1 совмещенный,Во двор,6200000
https://www.cian.ru/sale/flat/255845775/,,,1.0,44.0,20.0,2,3,,Вторичка,3.0,,Во двор,6700000
https://www.cian.ru/sale/flat/256375776/,ЦСКА,12.0,3.0,96.0,59.5,8,41,,Вторичка,,"1 совмещенный, 1 раздельный",,46800000
https://www.cian.ru/sale/flat/255340306/,Бибирево,1.0,1.0,42.8,21.0,8,12,1981.0,Вторичка,2.64,1 раздельный,Во двор,11000000
https://www.cian.ru/sale/flat/256394675/,Калужская,12.0,3.0,59.0,44.0,2,9,,Вторичка,2.7,1 раздельный,Во двор,12600000
https://www.cian.ru/sale/flat/252125600/,Теплый Стан,20.0,1.0,36.3,17.7,9,17,,Вторичка,,1 совмещенный,Во двор,5949999
https://www.cian.ru/sale/flat/256472545/,Коммунарка,20.0,2.0,61.7,,9,14,2021.0,Новостройка,3.02,,,11900819
https://www.cian.ru/sale/flat/256481038/,Коммунарка,10.0,1.0,52.5,20.6,11,17,2013.0,Вторичка,,1 совмещенный,Во двор,10300000
https://www.cian.ru/sale/flat/220286271/,Спортивная,8.0,2.0,74.0,,4,9,2006.0,Вторичка,,1 совмещенный,Во двор,65900000
https://www.cian.ru/sale/flat/256077052/,Парк Культуры,,5.0,222.0,113.0,3,6,2005.0,Вторичка,3.2,,На улицу и двор,318790390
https://www.cian.ru/sale/flat/255639031/,Ховрино,2.0,1.0,42.0,13.0,18,30,,Новостройка,,1 совмещенный,На улицу,12800000
https://www.cian.ru/sale/flat/237988125/,Беговая,2.0,3.0,94.3,73.2,24,44,,Вторичка,,1 раздельный,,26500000
https://www.cian.ru/sale/flat/256470946/,Коньково,17.0,4.0,96.7,66.0,5,17,2000.0,Вторичка,2.8,2 раздельных,Во двор,24900000
https://www.cian.ru/sale/flat/255694330/,Народное ополчение,1.0,1.0,30.6,18.5,1,5,1960.0,Вторичка,2.48,1 совмещенный,На улицу,8200000
https://www.cian.ru/sale/flat/201636707/,Электрозаводская,5.0,3.0,104.9,55.0,3,21,,Вторичка,,2 раздельных,Во двор,24735420
https://www.cian.ru/sale/flat/253654719/,Саларьево,11.0,1.0,35.96,17.3,3,9,,Новостройка,2.6,1 совмещенный,,5800000
https://www.cian.ru/sale/flat/249559367/,Медведково,1.0,2.0,50.3,30.5,1,17,,Вторичка,3.0,1 раздельный,Во двор,11950000
https://www.cian.ru/sale/flat/256455965/,Третьяковская,4.0,1.0,117.0,,3,4,2019.0,Новостройка,,,,113780000
https://www.cian.ru/sale/flat/254645223/,Смоленская,7.0,4.0,250.0,,7,11,,Вторичка,,3 совмещенных,,249000000
https://www.cian.ru/sale/flat/149469133/,Юго-Западная,10.0,,241.0,193.0,2,35,2008.0,Вторичка Апартаменты,3.0,"2 совмещенных, 4 раздельных",Во двор,79500000
https://www.cian.ru/sale/flat/254906365/,Щербинка,6.0,1.0,42.0,20.0,11,17,2008.0,Вторичка,,1 совмещенный,Во двор,7200000
https://www.cian.ru/sale/flat/254096428/,Лесопарковая,1.0,1.0,40.0,14.0,20,26,2022.0,Новостройка,,1 совмещенный,Во двор,8500000
https://www.cian.ru/sale/flat/256313147/,Печатники,1.0,2.0,52.0,35.0,5,9,1973.0,Вторичка,2.7,1 совмещенный,На улицу,16500000
https://www.cian.ru/sale/flat/252852424/,Смоленская,2.0,2.0,70.0,48.0,5,5,,Вторичка,3.2,1 раздельный,Во двор,28000000
https://www.cian.ru/sale/flat/243493903/,Филатов Луг,6.0,1.0,30.5,,12,25,,Вторичка,,1 совмещенный,На улицу,6500000
https://www.cian.ru/sale/flat/212563881/,Филатов Луг,10.0,2.0,61.6,,14,17,2016.0,Новостройка,,1 раздельный,На улицу и двор,13500000
https://www.cian.ru/sale/flat/254135695/,Рязанский проспект,8.0,1.0,35.0,18.0,8,9,,Вторичка,,1 совмещенный,Во двор,8500000
https://www.cian.ru/sale/flat/255845865/,Бульвар Рокоссовского,4.0,1.0,23.3,14.6,2,5,1964.0,Вторичка,2.64,1 совмещенный,Во двор,6990000
https://www.cian.ru/sale/flat/195830178/,Парк Культуры,9.0,,650.0,,4,4,1910.0,Вторичка Пентхаус,,"4 совмещенных, 2 раздельных",На улицу и двор,950000000
https://www.cian.ru/sale/flat/200131889/,Кропоткинская,7.0,,492.6,418.0,8,8,,Вторичка Пентхаус,3.2,4 раздельных,На улицу и двор,524031900
https://www.cian.ru/sale/flat/256420823/,Орехово,10.0,1.0,41.8,17.0,13,24,2011.0,Вторичка,2.75,1 совмещенный,,8800000
https://www.cian.ru/sale/flat/241556085/,Пушкинская,5.0,,245.0,142.8,12,13,1968.0,Вторичка,3.0,3 раздельных,На улицу и двор,291000000
https://www.cian.ru/sale/flat/256410383/,Братиславская,15.0,2.0,59.0,37.0,7,16,,Вторичка,2.75,1 раздельный,,12400000
https://www.cian.ru/sale/flat/228936028/,Кропоткинская,7.0,4.0,300.0,,3,5,,Вторичка Апартаменты,,4 совмещенных,,486601050
https://www.cian.ru/sale/flat/190803796/,Ломоносовский проспект,17.0,4.0,224.6,112.7,4,18,,Вторичка,,"2 совмещенных, 1 раздельный",,87000000
https://www.cian.ru/sale/flat/255612119/,Арбатская,,,492.6,,8,8,,Вторичка Пентхаус,,4 совмещенных,,518961099
https://www.cian.ru/sale/flat/228908752/,Славянский бульвар,4.0,5.0,522.0,,28,30,2007.0,Вторичка Пентхаус,,4 раздельных,На улицу и двор,370610400
https://www.cian.ru/sale/flat/154990095/,Выставочная,11.0,5.0,155.0,,41,54,,Вторичка,3.4,3 совмещенных,На улицу и двор,91930252
https://www.cian.ru/sale/flat/256455961/,Третьяковская,4.0,1.0,101.0,,1,4,2019.0,Новостройка,,,,127890000
https://www.cian.ru/sale/flat/181101561/,Выставочная,4.0,3.0,220.0,173.0,30,73,,Вторичка Апартаменты,,2 раздельных,На улицу,122326544
https://www.cian.ru/sale/flat/247921051/,Октябрьская,,5.0,268.0,,5,16,2010.0,Вторичка,3.9,4 совмещенных,На улицу и двор,260518716
https://www.cian.ru/sale/flat/239126333/,Октябрьская,2.0,3.0,72.6,53.7,3,6,,Вторичка,,1 раздельный,,25500000
https://www.cian.ru/sale/flat/220161245/,Красные ворота,9.0,5.0,262.0,,8,8,2007.0,Вторичка Пентхаус,,"3 совмещенных, 1 раздельный",На улицу и двор,260000000
https://www.cian.ru/sale/flat/256394950/,Охотный ряд,,1.0,40.0,20.0,8,17,2015.0,Вторичка,,1 совмещенный,Во двор,9950000
https://www.cian.ru/sale/flat/244836272/,Спартак,4.0,1.0,23.4,19.7,5,25,2022.0,Новостройка Апартаменты,,,Во двор,6900000
https://www.cian.ru/sale/flat/254228200/,Ховрино,1.0,2.0,66.4,29.0,20,30,2021.0,Новостройка,,"1 совмещенный, 1 раздельный",,17850000
https://www.cian.ru/sale/flat/256320135/,Коньково,1.0,2.0,56.0,29.0,2,16,1978.0,Вторичка,2.48,1 раздельный,На улицу и двор,15850000
https://www.cian.ru/sale/flat/246821787/,Измайловская,6.0,1.0,31.5,17.8,4,6,1961.0,Вторичка,,,,10000000
https://www.cian.ru/sale/flat/234778178/,Маяковская,7.0,2.0,112.0,65.0,9,12,2003.0,Вторичка,,2 совмещенных,Во двор,74137300
https://www.cian.ru/sale/flat/254773261/,Киевская,13.0,4.0,133.5,,2,14,,Вторичка,,2 совмещенных,,93577125
https://www.cian.ru/sale/flat/254979571/,Планерная,1.0,3.0,56.8,40.6,1,9,1967.0,Вторичка,2.64,1 раздельный,,11000000
https://www.cian.ru/sale/flat/165411485/,Ольховая,30.0,2.0,50.0,24.0,4,17,2010.0,Вторичка,,1 совмещенный,На улицу и двор,11600000
https://www.cian.ru/sale/flat/162733408/,Щукинская,14.0,,560.0,400.0,4,35,2001.0,Вторичка,,4 совмещенных,На улицу и двор,243300525
https://www.cian.ru/sale/flat/168785643/,Новые Черемушки,10.0,4.0,180.0,87.0,6,15,1996.0,Вторичка,,2 совмещенных,На улицу и двор,50000000
https://www.cian.ru/sale/flat/214981339/,Тургеневская,7.0,3.0,100.0,78.0,3,6,1912.0,Вторичка,3.2,2 совмещенных,Во двор,49990000
https://www.cian.ru/sale/flat/256468293/,Покровское-Стрешнево,16.0,2.0,57.0,35.8,6,8,1959.0,Вторичка,3.0,1 раздельный,Во двор,15000000
https://www.cian.ru/sale/flat/253288081/,Ленинский проспект,2.0,,290.0,,13,13,,Вторичка,,1 совмещенный,,142000000
https://www.cian.ru/sale/flat/216804338/,Славянский бульвар,15.0,4.0,200.0,,23,24,2010.0,Вторичка,3.1,2 совмещенных,На улицу,71000000
https://www.cian.ru/sale/flat/256308652/,Перово,2.0,2.0,72.2,38.0,10,24,2006.0,Вторичка,2.7,2 совмещенных,На улицу,18690000
https://www.cian.ru/sale/flat/253588571/,Теплый Стан,30.0,1.0,28.0,17.0,10,17,,Вторичка,,1 совмещенный,Во двор,5500000
https://www.cian.ru/sale/flat/228909230/,Смоленская,,3.0,110.0,,5,7,2014.0,Вторичка Апартаменты,,2 раздельных,На улицу и двор,110000000
https://www.cian.ru/sale/flat/256015796/,Шелепиха,2.0,2.0,58.09,26.8,24,51,2019.0,Новостройка,3.0,1 совмещенный,,22713190
https://www.cian.ru/sale/flat/256470623/,Лухмановская,2.0,2.0,58.1,32.0,10,14,2006.0,Вторичка,2.74,1 раздельный,На улицу и двор,13500000
https://www.cian.ru/sale/flat/256468127/,Савеловская,7.0,3.0,78.0,53.8,4,6,1929.0,Вторичка,3.3,1 раздельный,Во двор,26500000
https://www.cian.ru/sale/flat/256407088/,Рассказовка,5.0,1.0,40.6,21.0,8,22,2016.0,Вторичка,,1 совмещенный,Во двор,10350000
https://www.cian.ru/sale/flat/211626912/,Беляево,1.0,4.0,150.0,93.0,10,17,2004.0,Вторичка,3.0,3 совмещенных,На улицу и двор,42000000
https://www.cian.ru/sale/flat/256465965/,Петровский Парк,11.0,2.0,46.7,30.0,1,14,1971.0,Вторичка,2.6,1 раздельный,Во двор,11400000
https://www.cian.ru/sale/flat/252929631/,Кропоткинская,8.0,4.0,184.0,100.0,3,6,2002.0,Вторичка,,3 совмещенных,Во двор,172500000
https://www.cian.ru/sale/flat/255051552/,Ольховая,24.0,1.0,27.0,14.0,14,24,,Новостройка,,1 раздельный,,6300000
https://www.cian.ru/sale/flat/255297635/,Петровский Парк,8.0,1.0,20.2,12.6,3,9,1977.0,Вторичка,2.5,1 совмещенный,Во двор,7000000
https://www.cian.ru/sale/flat/256419812/,Прокшино,18.0,1.0,30.3,12.3,2,9,2018.0,Вторичка,2.9,1 совмещенный,На улицу и двор,8700000
https://www.cian.ru/sale/flat/235843295/,Октябрьская,,5.0,254.0,150.0,5,17,2011.0,Вторичка,3.6,"3 совмещенных, 1 раздельный",На улицу и двор,333134565
https://www.cian.ru/sale/flat/255470212/,Трубная,,,640.0,,1,3,2001.0,Вторичка,3.1,4 совмещенных,На улицу и двор,799000000
https://www.cian.ru/sale/flat/256466757/,Первомайская,15.0,1.0,30.0,13.0,4,5,1965.0,Вторичка,2.54,1 совмещенный,Во двор,8200000
https://www.cian.ru/sale/flat/254996159/,Авиамоторная,20.0,1.0,11.1,8.4,2,4,,Вторичка Апартаменты,,1 совмещенный,На улицу,2890000
https://www.cian.ru/sale/flat/256444222/,Некрасовка,15.0,2.0,60.0,,17,17,2019.0,Вторичка,2.75,2 совмещенных,,9500000
https://www.cian.ru/sale/flat/256477074/,Чкаловская,9.0,4.0,140.0,73.6,3,4,1999.0,Вторичка,,2 раздельных,На улицу и двор,75000000
https://www.cian.ru/sale/flat/248589029/,Бауманская,2.0,1.0,57.2,,10,12,2021.0,Новостройка Апартаменты,,,,24413875
https://www.cian.ru/sale/flat/256426477/,Филевский парк,4.0,5.0,129.4,53.3,4,14,2022.0,Новостройка,,"2 совмещенных, 1 раздельный",На улицу,57000000
https://www.cian.ru/sale/flat/256353773/,Дубровка,5.0,3.0,116.0,65.0,17,21,,Вторичка,,2 раздельных,,50000000
https://www.cian.ru/sale/flat/255253970/,Покровское-Стрешнево,5.0,2.0,44.0,28.0,4,5,1959.0,Вторичка,,1 совмещенный,Во двор,12200000
https://www.cian.ru/sale/flat/218853089/,Славянский бульвар,38.0,4.0,133.0,82.0,14,23,2014.0,Вторичка,,"1 совмещенный, 1 раздельный",Во двор,31500000
https://www.cian.ru/sale/flat/156357519/,Каховская,7.0,2.0,55.0,,4,14,2007.0,Вторичка,2.8,1 совмещенный,Во двор,16000000
https://www.cian.ru/sale/flat/252236910/,Дмитровская,1.0,2.0,56.8,26.3,7,58,2021.0,Новостройка,,"1 совмещенный, 1 раздельный",Во двор,17600000
https://www.cian.ru/sale/flat/249519015/,Силикатная,4.0,1.0,37.6,11.2,7,13,2022.0,Новостройка,2.8,"1 совмещенный, 1 раздельный",,5536600
https://www.cian.ru/sale/flat/207570080/,Выставочная,,3.0,234.9,,57,76,2008.0,Вторичка Апартаменты,3.2,3 совмещенных,На улицу и двор,211020159
https://www.cian.ru/sale/flat/220160754/,Смоленская,2.0,4.0,142.0,,2,7,2015.0,Вторичка Апартаменты,,3 совмещенных,На улицу и двор,149723400
https://www.cian.ru/sale/flat/239124098/,Воробьевы горы,10.0,,475.0,,6,6,,Вторичка Пентхаус,,3 раздельных,На улицу,288000000
https://www.cian.ru/sale/flat/248146709/,,,2.0,187.5,,44,85,2015.0,Новостройка Апартаменты,,,,103167422
https://www.cian.ru/sale/flat/256455806/,Бибирево,12.0,2.0,54.0,30.0,16,16,,Вторичка,2.7,,Во двор,11900000
https://www.cian.ru/sale/flat/185490747/,Кунцевская,11.0,4.0,245.0,170.0,23,25,2000.0,Вторичка,,"2 совмещенных, 1 раздельный",На улицу и двор,60000000
https://www.cian.ru/sale/flat/256470419/,Теплый Стан,7.0,3.0,60.0,42.0,3,9,1982.0,Вторичка,,1 совмещенный,Во двор,10990000
https://www.cian.ru/sale/flat/251897026/,Митино,2.0,3.0,75.9,46.3,7,22,1993.0,Вторичка,2.64,,,15500000
https://www.cian.ru/sale/flat/254601030/,Коммунарка,,2.0,32.0,17.0,11,14,,Вторичка,2.85,1 совмещенный,,6900000
https://www.cian.ru/sale/flat/253781893/,Славянский бульвар,15.0,4.0,247.0,146.0,26,30,2010.0,Вторичка,3.0,2 раздельных,На улицу,257000000
https://www.cian.ru/sale/flat/256465817/,Щелковская,4.0,1.0,34.0,20.0,4,16,1985.0,Вторичка,2.48,1 совмещенный,Во двор,9500000
https://www.cian.ru/sale/flat/254958268/,Бульвар Рокоссовского,4.0,1.0,44.8,18.0,13,19,2017.0,Вторичка,,1 совмещенный,Во двор,15800000
https://www.cian.ru/sale/flat/251837145/,Некрасовка,18.0,1.0,26.9,17.4,5,23,2022.0,Новостройка,2.7,1 совмещенный,,6833585
https://www.cian.ru/sale/flat/256381566/,Шелепиха,11.0,4.0,117.0,80.0,9,24,2020.0,Вторичка,3.2,2 раздельных,Во двор,37499000
https://www.cian.ru/sale/flat/249644266/,Ольховая,33.0,1.0,31.0,16.0,3,3,1967.0,Вторичка,2.64,1 совмещенный,Во двор,4650000
https://www.cian.ru/sale/flat/152065780/,Ломоносовский проспект,15.0,4.0,170.0,110.0,4,21,2004.0,Вторичка,,2 совмещенных,Во двор,55900000
https://www.cian.ru/sale/flat/256322721/,Отрадное,2.0,2.0,52.0,,6,12,1982.0,Вторичка,2.64,1 раздельный,Во двор,12900000
https://www.cian.ru/sale/flat/255351737/,Новогиреево,24.0,1.0,32.2,18.7,8,9,1971.0,Вторичка,,1 совмещенный,На улицу и двор,6700000
https://www.cian.ru/sale/flat/247105205/,Международная,5.0,2.0,62.0,,19,78,2019.0,Вторичка Апартаменты,3.2,1 совмещенный,На улицу,26726496
https://www.cian.ru/sale/flat/211615395/,,,1.0,35.9,22.0,4,12,1973.0,Вторичка,2.48,1 совмещенный,На улицу,7500000
https://www.cian.ru/sale/flat/256418347/,Преображенская площадь,5.0,3.0,60.0,46.0,4,9,,Вторичка,,1 совмещенный,Во двор,21500000
https://www.cian.ru/sale/flat/253645448/,Пушкинская,8.0,4.0,180.0,,4,8,2007.0,Вторичка,,2 совмещенных,,363272770
https://www.cian.ru/sale/flat/255648791/,Первомайская,3.0,2.0,43.5,27.3,1,9,1973.0,Вторичка,2.64,1 раздельный,Во двор,9500000
https://www.cian.ru/sale/flat/239665825/,Фрунзенская,5.0,,307.7,136.0,6,13,2019.0,Вторичка,,4 совмещенных,Во двор,235015240
https://www.cian.ru/sale/flat/189822409/,Славянский бульвар,5.0,,693.0,599.0,7,7,,Вторичка Пентхаус,3.0,4 раздельных,На улицу и двор,296549200
https://www.cian.ru/sale/flat/256151526/,Выставочная,1.0,1.0,79.3,,60,85,2016.0,Вторичка Апартаменты,,,,46000000
https://www.cian.ru/sale/flat/254885857/,Первомайская,2.0,2.0,45.0,30.0,3,5,1964.0,Вторичка,,1 совмещенный,Во двор,11800000
https://www.cian.ru/sale/flat/222398910/,Октябрьское поле,4.0,2.0,79.0,58.0,14,20,2001.0,Вторичка,,1 совмещенный,На улицу,39230000
https://www.cian.ru/sale/flat/175063739/,Тверская,10.0,2.0,70.0,,8,8,1964.0,Вторичка,,1 совмещенный,На улицу,108981831
https://www.cian.ru/sale/flat/256418359/,Красные ворота,10.0,4.0,96.7,66.0,3,4,1870.0,Вторичка,3.2,1 раздельный,Во двор,37000000
https://www.cian.ru/sale/flat/158435760/,Кропоткинская,5.0,3.0,173.0,106.0,3,5,,Вторичка,3.7,2 совмещенных,На улицу и двор,120000000
https://www.cian.ru/sale/flat/256181469/,Улица Милашенкова,2.0,1.0,40.6,17.3,18,23,2020.0,Вторичка,2.9,1 совмещенный,Во двор,11750000
https://www.cian.ru/sale/flat/253641402/,Мичуринский проспект,5.0,1.0,38.8,19.1,15,17,2000.0,Вторичка,2.75,1 совмещенный,Во двор,10800000
https://www.cian.ru/sale/flat/256430066/,Алтуфьево,1.0,1.0,37.6,19.4,9,22,1983.0,Вторичка,2.66,,Во двор,10500000
https://www.cian.ru/sale/flat/244990330/,Фрунзенская,8.0,,310.0,,6,13,2019.0,Вторичка,3.65,"4 совмещенных, 2 раздельных",На улицу и двор,245000000
https://www.cian.ru/sale/flat/209510652/,Крылатское,10.0,3.0,99.4,58.0,16,24,2017.0,Вторичка,2.95,"2 совмещенных, 1 раздельный",Во двор,21899000
https://www.cian.ru/sale/flat/255638338/,Владыкино,3.0,2.0,37.6,30.0,4,16,1980.0,Вторичка Апартаменты,2.6,1 раздельный,Во двор,6700000
https://www.cian.ru/sale/flat/219045208/,Полежаевская,5.0,1.0,42.4,15.0,15,24,2020.0,Вторичка,,1 совмещенный,Во двор,15900000
https://www.cian.ru/sale/flat/250195305/,Выставочная,4.0,2.0,58.1,,33,77,2019.0,Вторичка Апартаменты,,1 совмещенный,,33000000
https://www.cian.ru/sale/flat/151522692/,Парк Победы,11.0,5.0,192.0,143.0,8,32,,Вторичка,,3 совмещенных,На улицу и двор,115000000
https://www.cian.ru/sale/flat/256379140/,Коммунарка,11.0,1.0,36.0,14.0,7,14,2021.0,Вторичка,2.72,1 совмещенный,Во двор,7549000
https://www.cian.ru/sale/flat/251551254/,Охотный ряд,5.0,,392.1,,5,5,2021.0,Вторичка Апартаменты,,1 совмещенный,Во двор,916492497
https://www.cian.ru/sale/flat/253802812/,Тверская,1.0,3.0,68.0,41.4,4,8,1940.0,Вторичка,3.2,1 раздельный,На улицу и двор,37850000
https://www.cian.ru/sale/flat/4379737/,Парк Культуры,5.0,3.0,115.0,82.0,4,5,1998.0,Вторичка,3.0,2 совмещенных,Во двор,85000000
https://www.cian.ru/sale/flat/198832674/,ЗИЛ,15.0,4.0,136.4,59.8,6,14,,Новостройка,3.25,"2 совмещенных, 1 раздельный",На улицу и двор,58500000
https://www.cian.ru/sale/flat/255821901/,Арбатская,,5.0,230.0,,2,6,,Вторичка,,,,602636685
https://www.cian.ru/sale/flat/256468794/,Филатов Луг,9.0,3.0,75.6,,6,17,2010.0,Вторичка,2.74,1 совмещенный,На улицу и двор,15500000
https://www.cian.ru/sale/flat/253831162/,Новослободская,3.0,1.0,46.4,19.6,1,12,,Вторичка,3.0,1 раздельный,На улицу,17500000
https://www.cian.ru/sale/flat/208007446/,Беговая,3.0,3.0,87.0,,11,38,,Вторичка,,2 совмещенных,На улицу и двор,41922552
https://www.cian.ru/sale/flat/255828181/,Братиславская,20.0,1.0,35.2,18.0,3,12,,Вторичка,,1 раздельный,,7150000
https://www.cian.ru/sale/flat/254204756/,Фрунзенская,7.0,5.0,231.0,,5,13,2014.0,Вторичка,,"1 совмещенный, 1 раздельный",Во двор,524031900
https://www.cian.ru/sale/flat/244127839/,Стахановская,5.0,3.0,88.6,40.0,18,23,2021.0,Новостройка,,"2 совмещенных, 2 раздельных",На улицу,18500000
https://www.cian.ru/sale/flat/254867075/,Чертановская,3.0,1.0,15.3,,5,9,1964.0,Вторичка,,1 совмещенный,Во двор,5100000
https://www.cian.ru/sale/flat/256139196/,Новые Черемушки,1.0,3.0,99.0,75.0,5,26,2010.0,Вторичка,,1 раздельный,На улицу и двор,36000000
https://www.cian.ru/sale/flat/253408169/,Воробьевы горы,9.0,4.0,220.6,,6,6,2004.0,Вторичка,,3 совмещенных,,449170200
https://www.cian.ru/sale/flat/211874077/,Петровский Парк,13.0,2.0,46.7,30.9,1,14,1971.0,Вторичка,2.64,1 раздельный,Во двор,11400000
https://www.cian.ru/sale/flat/256404518/,Селигерская,7.0,2.0,45.2,28.7,7,12,1968.0,Вторичка,2.64,,На улицу,10500000
https://www.cian.ru/sale/flat/256414972/,Окская,4.0,3.0,65.0,,11,14,1971.0,Вторичка,2.64,1 совмещенный,,14100000
https://www.cian.ru/sale/flat/249078267/,Кропоткинская,8.0,4.0,166.6,,3,6,2020.0,Новостройка,,4 совмещенных,На улицу и двор,227675648
https://www.cian.ru/sale/flat/256477258/,Водный стадион,8.0,3.0,64.7,31.1,8,36,2019.0,Вторичка,2.9,1 раздельный,Во двор,18960000
https://www.cian.ru/sale/flat/254984818/,Теплый Стан,,3.0,47.4,37.0,5,5,,Вторичка,,1 раздельный,,5500000
https://www.cian.ru/sale/flat/255574620/,Филатов Луг,5.0,1.0,31.6,21.3,4,25,2022.0,Новостройка,3.0,,,6474041
https://www.cian.ru/sale/flat/249821824/,Лухмановская,2.0,1.0,37.4,13.6,19,22,2022.0,Новостройка,,1 совмещенный,Во двор,7190000
https://www.cian.ru/sale/flat/256463382/,Площадь Ильича,10.0,1.0,36.4,19.0,4,14,2004.0,Вторичка,2.75,1 совмещенный,Во двор,10300000
https://www.cian.ru/sale/flat/254949595/,Тульская,2.0,1.0,45.3,15.0,3,12,2021.0,Вторичка Апартаменты,3.1,,На улицу,17200000
https://www.cian.ru/sale/flat/251086320/,Кропоткинская,,5.0,192.0,100.0,7,7,1999.0,Вторичка,3.0,3 совмещенных,,230000000
https://www.cian.ru/sale/flat/249764872/,Щелковская,8.0,1.0,32.6,18.7,3,12,1966.0,Вторичка,2.64,1 совмещенный,На улицу,7600000
